Translation Key,Translated Value,Category
svoboda_exolight_outfit_name,Warrior of Freedom,outfit_exchange
st_wpn_pm_bas_actor,Makarov PM "Mythic",weapons
st_af_ah_h1_descr,A lump of shriveled clay and organic debris. Separation of individual lumps of material seems impossible, due to the presence of some unknown and incredibly strong binding agent. The gravitational properties of the artefact seem to have effects similar to that of hemophilia.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Artefact\n,artefacts
st_grenade_f1,F1 Grenade,weapon_drops
st_wpn_sr1mp_las,Serdyukov SR-1MP Gyurza 9x21 pistol,weapons
dolg_scientific_red_outfit_name,PS5-9Md Light Scientific Suit,outfit_exchange
st_wpn_ppsh41_camo,PPSh-41,weapons
mutant_boar_leg,Boar Leg,mutant_parts
st_ied,IED (Chemical),disassemble
hybrid_outfit_name,Hybrid Armored Suit,item_drop_locations
st_wpn_aug_a1_custom_bas,Steyr AUG A1,weapons
st_wpn_svds_pmc,SVDS "Retribution",weapon_drops
st_af_lobster_eyes_descr,As the name suggests, this artefact has the shape of two eggs fused together. The outer surface is very thick, the high density of its formation might be the reason behind its deep colour. \nThis artefact offers slightly more psy-protection than its cousin, Stone Flower. It resonates under the influence of psy-waves to some degree and absorbs the dangerous effect. \nAnother positive property is the ability to consume excessive heat while remaining cool at all times. \nDue to its density of the surface, the Lobster Eyes is quite heavy. \n\n%c[0,209,172,56] Does NOT degrade over time.\n,artefacts
st_analgetic,Diclofenac Sodium,disassemble
st_prt_o_ballistic_3,Kevlar K129 Plates w/ Polycarbonate Composite,disassemble
greh_armored_camo_outfit_name,Vyriy Flak Armor,outfit_exchange
st_af_ah_r4,Mushroom,artefacts
st_exo_repair_kit,Armor Repair Kit (Exoskeleton),disassemble
ammo-9x39-pab9,9x39 mm SP-5 rounds,item_drop_locations
st_wpn_g36new_c,G36C,weapons
st_af_ah_s1,Aroth-8,artefacts
st_af_ah_h2_descr,A lump of shriveled clay and organic debris. Separation of individual lumps of material seems impossible, due to the presence of some unknown and incredibly strong binding agent. The gravitational properties of the artefact seem to have effects similar to that of hemophilia.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Artefact\n,artefacts
ammo-12x70-buck,12x70 buckshot shells,item_drop_locations
mutant_fracture_hand,Fracture Hand,mutant_parts
ace_outfit_name,Mercenary ACE Scientific Suit,outfits
st_conserva,Canned Tuna,disassemble
dolg_voin_outfit_name,PS6-V Warrior Suit,item_drop_locations
helm_ach7,ACH-7 Headgear Set,outfits
st_geiger_dead,Geiger Counter,disassemble
st_af_ah_e2,Souvenir,artefacts
st_wpn_vityaznew,PP-19-01 Vityaz,weapon_drops
st_af_ah_f1,Talking Stone,artefacts
st_af_pin_name,Pin,artefact_recipes
st_af_death_lamp_descr,"Big, red and cursed." \nThis is how the locals prefer to describe the Death Lamp, while some refer to it as the "Seed of Satan". Many traders believe the rumours surrounding the artefact, thus refusing to buy it. Little is known about its origins, and nothing of value has been discovered so far. \nDeath Lamp was first discovered few years ago by a group of three experienced stalkers. Shortly after delivering the artefact to the Ecologists in Yantar, two of them found dead with a horrific expression on their faces. Nothing is known about the fate of the third stalker. \nFollowing the accident, members of the science team who studied the artefact had reported having nightmare disorder in the days to follow. \nApart from the mysterious effects, the artefact drains vitality and willpower from the user, often on such a scale that it induces dizziness and in extreme cases causes the user to faint. \n\n%c[0,209,172,56] Does NOT degrade over time.\n,artefacts
st_af_gimlet_descr,The bowl-shaped petals of the artefact release a powerful gaseous stimulant resulting in a positive change in human hormones. If you found this, something has gone horribly wrong.\n \n %c[pda_white]PROPERTIES:\n,artefacts
st_wpn_cz75,CZ-75,weapons
stalker_salamander_outfit_name,"Salamander" Stalker Suit,outfit_exchange
st_wpn_toz34_obrez_custom,TOZ-34 (Sawn-off),weapons
st_mineral_water,Mineral Water,eatable
st_wpn_g36new,G36,weapon_drops
st_af_repei_name,Thistle,artefacts
bandit_nbc_outfit_name,Load-bearing 'Sunset' Tactical Suit,outfit_exchange
military_freedom_outfit_name,Liberated Skat-9 Armored Suit,outfit_exchange
st_wpn_aug_a3,Steyr AUG A3,weapons
st_af_dummy_glassbeads_descr,Shaped like a DNA helix, Mama's Beads are created in the Burner anomaly. One of their most characteristic features is that they constantly pulsate, generating emissions beneficial to the human body. These emissions increase the metabolism of any living creature, accelerating coagulation and healing of wounds.The mechanism behind the effects of this artefact is still unknown. \nMama's Beads also possess potent protective qualities: they are able to shield the body and objects from extreme heat. \nOn the other hand, it should be noted that the presence of this artefact increases electrical conductivity, so the probability of electrocution while wearing this artefact is much higher, especially during storms and in the vicinity of electrical anomalies. \nThe weight is also quite high for such a small artefact, which leads to a conclusion that is of high density. \n\n%c[0,209,172,56] Does NOT degrade over time.\n,artefacts
ui_inv_outfit_speed,%c[pda_white]Movespeed:,outfits
st_af_mincer_meat_descr,This artefact has soft, porous, skin-like texture and is said to be able to compress. It resembles and acts like a sponge in this regard, but reveals its special characteristics only when exposed to certain external conditions. \nFirstly, to carry the sponge metaphor further, the pores on its surface are known to absorb small amounts of toxicity from environment. \nSecondly, the artefact slightly amplifies the damaging effects of psy-fields to living organisms by absorbing psy energy and emitting it at a small rate. \nThirdly, Meat Chunk is also known to be a conductor of electricity much like the skin of a living creature. \n\n%c[0,209,172,56] Does NOT degrade over time.\n,artefacts
st_data_export_fragments,Fragments,explosives
mutant_lurker_eye,Lurker Eye,mutant_parts
isg_proto_exo_outfit_name,UNISG Tactical Exoskeleton,item_drop_locations
st_af_elektron_name,Electron,artefacts
st_af_ah_r1_descr,An artifact containing mostly plant matter found only in the Dead Forest, south of Lab X-9. It is believed that the strong psy-fields it was subjugated to during its formation heavily influenced its shape and properties. Wearing one seems to boost vitality.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Artefact\n,artefacts
st_hide_burer_name,Burer Skin,mutant_parts
mutant_dog_heart,Dog Heart,mutant_parts
st_af_bat_name,Bat,artefacts
st_af_atom_name,Atom,artefacts
st_glucose_s,Glucose Shot,disassemble
st_wpn_pp2000n,PP-2000,weapon_drops
st_wpn_ace52,Galil ACE-52,weapon_drops
helm_ppm88,PPM-88 Gas Mask,outfits
dolg_exolight_outfit_name,PSZ-10d Duty Battlesuit,outfit_exchange
st_medkit_army,Army Medkit,disassemble
st_wpn_fn2000_camo,FN F2000,weapons
ammo-7.62x54-7n1,7.62x54 mm 7N1 rounds,item_drop_locations
st_wpn_m79,M79,weapons
mutant_brain_burer,Burer Brain,mutant_parts
st_af_ah_o2,Magnet,artefacts
st_af_ah_o2_descr,An artefact created in fire anomalies consisting of mostly iron, bismuth, cadmium and nickel. If broken, the interior resembles an infinite fractal.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Artefact\n,artefacts
st_af_itcher_name,Itcher,artefact_recipes
ui_inv_bspeed,%c[pda_white]Muzzle Velocity:,ammo
st_vodka,Vodka (Nemiroff),item_drop_locations
dolg_proto_exo_outfit_name,PS5-M Exoskeleton,item_drop_locations
st_wpn_gauss_bas,Gauss Rifle,weapon_drops
st_wpn_ithacam37_sawnoff,Ithaca M37 (Sawn-off),weapons
st_powder_rifle,Small Rifle Propellant,disassemble
mutant_cat_thyroid,Cat Thyroid,mutant_parts
st_bolt_4,Rotating Locking Head [2 Locks] [V] (Bolt),item_drop_locations
ammo-9x39-ap,9x39 mm SP-6 rounds,item_drop_locations
st_prop_weight,Weight,ammo
mutant_flesh_eye,Flesh Eye,mutant_parts
st_data_export_unknown,Unknown,outfit_exchange
st_af_cooler_up_name,Improved Body Cooler,disassemble
ui_inv_accuracy,%c[0,255,255,255]Accuracy:,ammo
mutant_heart_bloodsucker,Bloodsucker Heart,mutant_parts
st_af_itcher_descr,A formation of thermal nature. The Itcher consists of two separated layers. The surface is a hard, dense metamorphic rock with deep scars covering the entire body. Completely inactive and doesn't hold any noticeable properties. On the other hand, the soft, yellow glowing core is from unknown organic nature. It actively consumes excessive heat and remains cool at all times. \nHowever, it is not recommended to approach chemical and acid anomalies when in possession of the artefact as it will increase the adverse effects of acids and toxins in user's bloodstream. \n\n%c[0,209,172,56] Does NOT degrade over time.\n,artefacts
st_wpn_g3,G3A3,weapons
st_wpn_saiga12s_m2,Saiga-12 Tactical,weapon_drops
st_data_export_bonus_mutant_part_chance,Bonus mutant part chance,belt_attachments
mutant_tusk_boar,Boar Fang,mutant_parts
st_gamma_recipe_advanced_4,The Art of Artefacts Fusion Vol. 2,disassemble
st_vodka2,Vodka (Putinka),item_drop_locations
st_af_electra_moonlight_descr,This unique electrostatic artefact can resonate under the influence of psy-waves. Stalkers have learned to fine-tune the artefact so that it resonates in opposite phase to the main source of emissions, thus significantly neutralizing their effects. This orb of considerable beauty also increases electrical protection by reducing conductivity in the body when exposed to high levels of electricity. \nIt should be noted that Moonlight will catch fire when exposed to open flame or even spontaneously combust. \n\n%c[0,209,172,56] Does NOT degrade over time.\n,artefacts
st_af_sandstone_name,Sandstone,artefact_recipes
st_af_electra_sparkler_name,Sparkler,artefact_recipes
st_survival_kit,Survival Kit,disassemble
st_af_kevlar_name,Kevlar Plates and Attachments,disassemble
st_wpn_ak104_alfa,AK-104 "Alpha",weapon_drops
st_af_soul_name,Soul,artefact_recipes
st_af_moh_descr,Sometimes resembling an ëItcherí artefact, and sometimes breaking down into a more nebulous form, this electrical artefact gives off a small but noticeable charge, similar to touching one's tongue to both terminals of a battery. When equipped, the user will be imbued with certain strengths upon consuming raw meat.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Perk Artefact\n \n,artefacts
st_wpn_beretta_px4,Beretta Px4 Storm,weapon_drops
st_wpn_ar15_freedom,AR-15 HERA,weapons
st_wpn_remington700_lapua700,Remington 700 "Deer Hunter",weapon_drops
ui_inv_handling,%c[0,255,255,255]Handling:,weapons
st_hide_psy_dog_name,Psy-dog Fur,mutant_parts
st_af_zhelch_name,Scar,artefact_recipes
st_sewing_kit_a,Sewing Kit (Advanced),item_drop_locations
mutant_controller_hand,Controller Hand,mutant_parts
st_data_export_restore_radiation_max,Total radiation restoration,medicine
st_af_gimlet_name,Gimlet,artefacts
ammo-357-hp,.357 HP rounds,item_drop_locations
st_equ_touristpack_name,Tourist Backpack,disassemble
ui_inv_reli,%c[pda_white]Reliability:,weapons
st_wpn_sr2_m1,SR-2M Veresk,weapon_drops
l04_darkvalley,Dark Valley,item_drop_locations
st_af_ah_r5,Mushroom,artefacts
st_wpn_colt1911_n,Colt M1911A1 .45 ACP,weapon_drops
st_af_empty_descr,Two disks of organic formation (commonly lipids, cellulose and lignin) with nothing but empty space in between. This is due to a unique gravitation field formed in the centre that stabilise the distance between the disks. \nAny attempt to press the disks together, or pull them apart will fail due to rapid positive/negative changes in the gravitational field. As if the artefact reacts to any physical power that breaks its balance. \nBecause of this mechanism, moving with an Empty is a hard task. As the gravitational field increases the density of surrounding air and slows the body down. \nThe real usefulness of this effect comes to the ability to reduce friction, thus obtaining great protection against physical impacts. \n\n%c[0,209,172,56] Does NOT degrade over time.\n,artefacts
ammo-7.62x51_fmj,7.62x51 mm NATO ball rounds,item_drop_locations
k01_darkscape,Darkscape,item_drop_locations
st_wpn_sr1mp_upgr,Upgraded SR-1MP Gyurza 9x21 pistol,weapons
st_tetanus,Fentanyl,disassemble
ammo-gauss_cardan,Home-made batteries,ammo
st_af_black_name,Black Stone,artefacts
st_af_ah_g1,Easy,artefacts
st_wpn_tt33_custom_upgr,Mangun's ““-33 7.62x25 ““,weapons
st_letter_stalker_letter_3_name,Letter to Nikolai,disassemble
st_wpn_usp_tac45,HK USP Tactical .45 ACP,weapon_drops
st_itm_mapkit_4,Anomaly Map (Dead City),disassemble
st_bolt_15,Drummer with Mainspring [PP] (Bolt),item_drop_locations
st_af_dragon_eye_descr,Found near fire anomalies, with the appearance of a reptile's eye. If its bearer kills another being, there is a small chance that it will cause its body to violently detonate.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Perk Artefact\n \n,artefacts
st_wpn_beretta_new,Beretta M9A3,weapons
st_wpn_sig550_custom,SIG SG 550,weapon_drops
st_data_export_first_aid_torso,First-Aid torso,medicine
st_af_freon_up_name,Improved Freon Emission Module,disassemble
st_data_export_sleepiness,Sleepiness,medicine
ammo_20x70_buck,20x70 buckshot round,item_drop_locations
freedom_nosorog_outfit_name,Champion of Freedom,outfit_exchange
st_data_export_impulse,Impulse,ammo
st_prt_o_retardant_8,Insulating Reinforced Magnesium-oxide Grid,item_drop_locations
st_wpn_admin,CAR-15 "Administrator",weapons
st_wpn_m4,M4,weapons
st_prt_w_p_barrel_5,7.62mm Barrel (Barrel),item_drop_locations
st_hide_bloodsucker_name,Bloodsucker Skin,mutant_parts
st_wpn_bm16_full_alt_23,TOZ-34 "Bear",weapons
ammo-9x18-ap,9x18 mm AP rounds,item_drop_locations
st_hide_pseudogiant_name,Pseudogiant Hide,mutant_parts
st_wpn_saiga12s_m1,Saiga-12,weapon_drops
st_af_skull_miser_name,Miser's Skull,artefact_recipes
st_wpn_toz34_mark4,TOZ-34 "Bison",weapons
ecologist_guard_outfit_name,ISRIT Guard Jumpsuit,outfit_exchange
svoboda_scientific_outfit_name,Watchman of Freedom,outfit_exchange
novice_outfit_name,Leather Jacket,item_drop_locations
st_wpn_bm16_alt,TOZ-66 (Sawn-off),weapons
st_data_export_is_backpack,Is backpack,belt_attachments
st_data_export_eat_health_change,Health change,medicine
dolg_novice_outfit_name,Duty Leather Jacket,item_drop_locations
st_af_fonar_descr,An artefact with the appearance of a melting pyramid of ice; formed in electrical anomalies. Equipping it causes the artefact to "show" its wearer the location of valuables, using both visible light and RF waves.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Perk Artefact\n \n,artefacts
st_tomahawk,Gerber Tomahawk,melee
st_wpn_sks_molot,SKS Molot,weapon_drops
mutant_psysucker_hand,Psysucker Hand,mutant_parts
svoboda_light_outfit_name,Wind of Freedom,outfit_exchange
st_wpn_ak105_sp,AK-105 "Specialist",weapons
ammo-7.62x54-r,7.62x54 mm PP rounds,item_drop_locations
st_data_export_weapon_kind_sniper,Sniper Rifle,weapon_drops
st_solvent,Cleaning Solvent "Hoppe's No. 9",disassemble
st_meat_bloodsucker,Bloodsucker Goulash,eatable
st_meat_flesh,Flesh Bacon,eatable
monolith_scientific_outfit_name,Monolith Scientific Suit,outfit_exchange
st_wpn_vintorez_isg,RD-939,weapon_drops
st_wpn_steyr_scout_big,Steyr Scout 7.62,weapon_drops
dolg,Duty,weapon_drops
st_tobacco,Russian Tobacco,eatable
st_wpn_shak12,ShAK-12,weapons
st_wpn_l85_m3,L85A2 "Tactical",weapons
st_wpn_ak101_camo,AK-101,weapons
exo_merc_grass_outfit_name,Mercenary Grassland Exosuit,outfit_exchange
st_wpn_pm_new,Makarov PM Pistol 9x18,weapon_drops
st_data_export_from,from,session
st_tomato,Canned Tomatoes,disassemble
light_merc_outfit_name,Mercenary IBAz Suit,item_drop_locations
st_bolt_13,Rotating Locking Head [2 Locks] [¿] [NATO] (Bolt),item_drop_locations
mutant_tushkano_head,Tushkano Head,mutant_parts
st_stim_military,Military Stimpack,disassemble
st_wpn_ak74,AK-74N,weapon_drops
st_wpn_streetsweeper_nimble,Armsel Protecta Custom,weapons
specops_merc_outfit_name,Mercenary B-5M Armored Suit,item_drop_locations
st_wpn_l96a1,L96A1,weapons
st_wpn_vssk,VSSK Vykhlop,weapon_drops
st_af_cristall_flower_descr,This artefact resembles melted cheese interspersed with sapphire-like stones. Only yellow outer shell of the artefact appears to give off radiation and by careful processing it is possible to extract the non-radioactive blue parts for jewellery and other industrial purposes. This is due to the fact that if cleaned properly and polished, sapphire comparison becomes much more explicit: the stones are as hard and durable as this beautiful gem. This quality of theirs and their appearance make them perfect gemstones and jewellers all over the world strive to have them in stock. \nThe usefulness of the artefact, however, is not limited to its industrial applications. There is scientific evidence suggesting that sapphire-like stones effectively protect from psy-waves, whereas the outer shell slightly increases resistance to toxicity. \nHowever, it can cause objects in its vicinity to heat up and in extreme cases to ignite along with the artefact. For this reason, it is safe to conclude that it absorbs heat and is able to convey it to other objects. \nDue to its density the weight of artefact has increased beyond normal standards, and thus it is one of the heaviest anomalous creations in the Zone. \n\n%c[0,209,172,56] Does NOT degrade over time.\n,artefacts
st_wpn_aug_a1,Steyr AUG A1,weapon_drops
mutant_tushkano_meat,Tushkano Meat,mutant_parts
st_wpn_mp412,MP-412 Rex,weapon_drops
st_helm_battle,Sphere M12 Helmet,outfits
ammo-5.7x28-ss190,5.7x28 SS190 rounds,item_drop_locations
st_wpn_famas3,FAMAS F1,weapons
st_wpn_rsh12_shorty,RSh-12 Shorty 12.7x55mm,weapon_drops
st_wpn_toz34_decor,TOZ-34,weapons
st_af_glass_descr,Firefly interacts with fields unknown to science, considerably speeding up regeneration of tissue and organs in living beings, as well as normalizing metabolic processes. \nThis artefact can literally get a badly wounded stalker back on his feet in a matter of minutes. On the other hand, Firefly can spontaneously combust when exposed to potent radioactive sources. \nA big downside to this artefact is that it weakens the body and reduce the number of platelets in blood during heal process, thus increasing bleeding rate. \nIt seems to drain stamina and decrease stamina recovery greatly as well. Some of those who used Firefly for its healing purposes have reported that they couldn't walk for hours afterwards. \nUnfortunately, Firefly is extremely rare. \n\n%c[0,209,172,56] Does NOT degrade over time.\n,artefacts
st_tushonka,Beef Tushonka,disassemble
st_tactical_knife,Monolith Blade,melee
st_barrel_2,18.5mm Barrel [R] (Barrel),item_drop_locations
st_af_ear_descr,Artefact with a bizarre shape. Within its core, a small structure shaped like a human body is visible. It grants the user an indomitable will to live, allowing survival and recovery from otherwise fatal injuries or blood loss.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Perk Artefact\n \n,artefacts
gamma_strike_cap,Impact Cap,artefacts
st_wpn_rpk74,RPK-74,weapons
st_af_bat_descr,A bewildering, but unmistakable sight in the Zone. Consisting of two glowing, purple, bat-like "wings" apparently shielding an internal orb. When placed against another artefact, the Bat transmutes it into a more powerful similar artefact. The Bat is destroyed in the process, seemingly converted into pure energy.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Perk Artefact\n \n,artefacts
st_wpn_pb_new,Silenced Pistol PB 9x18,weapon_drops
st_trigger_components_4,Single-fire Mode Trigger Mechanism with Firing Pin (Trigger),item_drop_locations
st_helm_metro,"Apocalypse" Helmet,outfits
st_wpn_aug_a1_bas,Steyr AUG A1,weapons
st_wpn_amb17,AMB-17,weapon_drops
st_grenade_thermite,Thermite Grenade,weapon_drops
cs_nbc_outfit_name,CS-2t Suit,outfit_exchange
gamma_telepatic_cap,Psychic Cap,artefacts
st_wpn_wa2000,Walther WA 2000,weapons
ammo-gauss,Batteries,ammo
st_af_death_lamp_name,Death Lamp,artefacts
st_wpn_svds,SVDS,weapon_drops
st_corn,Canned Corn,disassemble
st_wpn_l96a1m,AWSM,weapon_drops
st_af_ring_descr,A very small artefact of electric nature. Difficult to spot. Consists of two ring-shaped materials of organic nature, hence the given name. When the Ring spins, it never stops spinning, defying the first law of thermodynamics. Scientists suggest that this artefact inherits gravitational properties from Vortex anomalies. \nThe outer ring has a high-conductivity. It absorbs electrical current from relative sources then ground it in the inner ring. Despite the basic function, the mechanism behind the disappearance of electrical power inside the second ring is still unknown. \nOn the other side, the Ring is flammable. Prolonged exposure may enhance its flammability and cause it to ignite. \n\n%c[0,209,172,56] Does NOT degrade over time.\n,artefacts
st_wpn_mosin_k,Mosin Nagant,weapon_drops
st_af_medusa_descr,Very common in the Zone. This gravitational artefact is able to slightly shield the body and objects from physical impacts. \nIt will slightly protect its user against extreme heat produced respectively by fire anomalies. \nThis artefact is quite heavy as the gravitational field seems to increase mass. Another downside to this artefact is that it will increase the negative effects of psy-waves and is a potent conductor. \n\n%c[0,209,172,56] Does NOT degrade over time.\n,artefacts
st_af_tapeworm_descr,While its structure seems impossibly fragile, this artefact, made of pure quartz, is actually quite resilient. If its user is attacked, the artefact will temporarily paralyze the threat.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Perk Artefact\n \n,artefacts
st_knife_hunting,Hunting Knife,melee
greh_trenchcoat_outfit_name,Sin Heavy Overcoat,outfit_exchange
st_lead_box_name,st_lead_box_name,session
st_wpn_vihrn,SR-3M Vikhr,weapon_drops
bandit_novice_outfit_name,Black Leather Jacket,item_drop_locations
st_wpn_vsk94,VSK-94,weapons
exo_dolg_outfit_name,PSZ-10d Duty Battlesuit,outfit_exchange
st_stim_scientic,Scientific Stimpack,disassemble
st_ecologist_outfit_yello_name,SSP-99 Topaz,item_drop_locations
st_wpn_ppsh41_new,PPSh-41,weapons
st_caffeine,Caffeine Tablets,medicine
st_wpn_akm_isg,RD 706 "ISG",weapon_drops
st_af_ah_g2_descr,A lump of shriveled clay and organic debris. Separation of individual lumps of material seems impossible, due to the presence of some unknown and incredibly strong binding agent. Gives off a slightly disorienting effect that is known to cause headaches.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Artefact\n,artefacts
st_nuts,Mixed Nuts,eatable
st_af_fountain_descr,An artefact of presumably gravitational nature with a bizarre shape. Under a microscope, the surface of the item appears to be fractal, having unimaginably complex microstructures all the way to the atomic level. If equipped, it will replenish a small portion of any money lost.\n \n %c[pda_white]PROPERTIES:\n %c[d_cyan] ï %c[pda_white] Perk Artefact\n \n,artefacts
ammo-9x18-fmj,9x18 mm FMJ rounds,item_drop_locations
st_meat_tushkano,Rat Skewers,eatable
st_prt_o_fabrics_1,Cloth Sheets,disassemble
